term;property;content;id;definition
;;Resource:Bahler Laboratory: Genome Regulation;http://neurolex.org/wiki/Nif-2D0000-2D30160;"The laboratory studies global gene expression programs in fission yeast (S. pombe). They apply a wide range of integrated approaches to analyse regulatory networks during cell proliferation, differentiation and quiescence including genetic and environmental perturbations.
They are also interested in genetic diversity, genome evolution, and the complex interactions between genotypes, phenotypes, and the environment. The relative simplicity of the yeast cell promises a deeply satisfying, systems-level understanding of its inner workings within our life time
Sponsors: This research is mainly funded by Cancer Research UK and the EC FP7 PhenOxiGEn project.
Keywords: Gene, Expression, S.pombe, Yeast, Cell, Proliferation, Differentiation, Environmental, Genetic, Diversity, Genome, Evolution, Genotype, Phenotype, Environment,"
;;Resource:University of Athens Biophysics and Bioinformatics Laboratory;http://neurolex.org/wiki/Category-3AResource-3AUniversity_of_Athens_Biophysics_and_Bioinformatics_Laboratory;"Laboratory focuses on research related to the elucidation of the principles governing protein structure and function, under the supervision of Professor Stavros J. Hamodrakas. 

In particular, original research is carried out along two main axes:
# Algorithm development for the prediction of protein structure, function and interactions from amino acid sequence as well as construction of relevant databases. 
# Application of a variety of Biophysical methods and techniques for protein structure determination and for structural studies of complex, physiologically important, Biological tissues such as insect chorion and cuticle. 

More than 15 individuals (including post-doctoral researchers, PhD students, MSc and undergraduate students) are currently involved in several ongoing research projects. 

Apart from research, our lab offers undergraduate courses in Bioinformatics and Molecular Biophysics, which are elective for the degrees (BSc) in Biology (Faculty of Biology) and Physics (Faculty of Physics) of the University of Athens. 

At the same time, our lab is actively involved in the organization and co-ordination of the MSc Programme in Bioinformatics of the Faculty of Biology."
;;Resource:MUSC Center on Aging Campbell Neuropathology Laboratory;http://neurolex.org/wiki/Category-3AResource-3AMUSC_Center_on_Aging_Campbell_Neuropathology_Laboratory;"The Carroll A. Campbell Jr. Neuropathology Laboratory at MUSC is a state-wide research and service center dedicated to helping those combating Alzhemier's disease, Parkinson's disease and other related neurological disorders. Studying human brain tissue is essential for increasing our understanding of how the brain works and of the underlying mechanisms which cause these diseases. Researchers must study brain tissue from both patients with these diseases as well as those without, in order to more clearly understand the causes of brain degeneration. Our hope is their findings will lead to improved treatment options and prevention strategies.

Named in memory of former South Carolina Governor Carroll A. Campbell, Jr., the Carroll A. Campbell Jr. Neuropathology Laboratory is committed to being the link between clinicians, scientists and pathologists involved in aging and dementia research throughout the state of South Carolina.

The Campbell Laboratory serves the following functions:
* Coordinate the brain tissue donation program 
* Work with patient families to confirm the presence of Alzheimer's disease, or other neurological disorders after death
* Lead research trials to better understand the mechanisms of neurological disorders, especially Alzheimer's disease
* Foster close collaboration with clinicians to rapidly speed discoveries in the laboratory to patients in need
As a South Carolina resident, you can be a part of helping us discover new ways to prevent, diagnose and treat such diseases as Alzheimer's Disease, Parkinson's Disease and Stroke. Signing up to be a donor is easy.

The tissue undergoes a complete neuropathological analysis to establish an accurate diagnosis. Once the report is completed, the results will be sent to the family. The tissue is then stored and distributed to qualified researchers conducting studies in the field of neurological disorders."
;;Lawrence Livermore National Laboratory;http://neurolex.org/wiki/Category-3ALawrence_Livermore_National_Laboratory;
;;Resource:The Jackson Laboratory Hearing Research Program;http://neurolex.org/wiki/Nif-2D0000-2D30132;The fairly common occurrence of hearing-loss or deafness in both humans and mice, and the anatomical and functional similarities of their inner ears, attest to the potential of mice as models to study hereditary hearing loss. Hundreds of standard inbred, recombinant inbred, and congenic strains are maintained at The Jackson Laboratory, as well as hundreds of inbred strains with spontaneous or induced mutations. To assess hearing impairment in inbred and mutant strains of mice we measure auditory-evoked brainstem response (ABR) thresholds.
;;Resource:National Laboratory for the Genetics of Israeli Populations;http://neurolex.org/wiki/Nlx_77805;Not yet vetted by NIF curator
;;Resource:Blood Borne Pathogens Laboratory;http://neurolex.org/wiki/Nlx_70104;"To develop a method to look for known and emerging blood borne diseases, a secure bank of samples has been established to test for known blood borne infectious agents and genetic changes causing or modifying the clotting disease, and to be available for testing for newly discovered viruses and clotting gene changes as they are found.

The objectives of this project are:
* To collect blood samples for a sample bank of plasma, DNA, and RNA to screen for known and emerging blood borne diseases.
* To identify the mutation leading to each consenting patient&#8217;s bleeding disorder, and to characterize other known and yet to be discovered genes that affect blood coagulation.
* To collect encoded, non-nominal data into a central database from an electronic chart known as CHARMS, which is currently kept in each hemophilia clinic in Canada to correlate with results from 1 and 2."
;;Resource:Mount Sinai School of Medicine: In-Vivo Molecular Imaging Laboratory;http://neurolex.org/wiki/Nif-2D0000-2D10299;" 
The In-Vivo Molecular Imaging Laboratory (IMIL) is a MSSM shared resource facility serving the research community of Mount Sinai with equipment and imaging expertise. 
State-of-the-art bioluminescent as well as fluorescent imaging modalities are supported for in-vivo monitoring of cellular and genetic activity. Investigators are provided with cutting edge imaging technologies as well as analysis techniques. The long-term goal is to establish a comprehensive SRF for in-vivo molecular imaging using micro-MRI, micro-PET and other modalities. 
IMIL houses a Xenogen IVIS-200 Series imaging system with the integrated fluorescent imaging options. Simultaneous dual reporter in-vivo imaging is possible with bioluminescence and fluorescence probes. The imaging chamber has a gas anesthesia manifold that can accommodate up to 5 mice for simultaneously image acquisition. Selectable field of views allow in-plane (X,Y) imaging resolutions of up to 60-{micro}m. Integrated spectra filters allow for the determination of signal source depth (Z). 
IMIL will provide data acquisition services as well as analysis. IMIL has a dedicated imaging technologist for data acquisition. Investigators will bring their prepared animal to the lab and an IMIL imaging technologist will assist in sedating the animals and acquire imaging data. Typical imaging sessions last about an hour. Certified users who are trained in the use of the software will be able to perform their own analysis at the console. Usage of the imaging device is charged by the hour ($100/hour). 
Structural Imaging 
The IVIS-200 has the built-in capability of obtaining an image of the surface topography of the animal for 2D and 3D localization. If additional true 3D imaging data is required, micro MRI is available through the Imaging Science Laboratories (ISL). 
Image Analysis 
The IVIS-200 has an integrated image acquisition and analysis software (Living Image Software 2.50). Comprehensive data quantification is possible with this software. Raw data as well as analyzed results can be electronically transferred to the investigators. Support is also available for additional image analysis such as intermodality coregistration, 3D rendering, and group statistics. Additional software packages include MedX, SPM, Brainvoyager, Analyze, and in-house developed software."
;;Resource:National University of Singapore, Computational Bioengineering Laboratory;http://neurolex.org/wiki/Category-3AResource-3ANational_University_of_Singapore,_Computational_Bioengineering_Laboratory;" 
The Computational Bioengineering Laboratory in the Division of Bioengineering at the National University of Singapore has expertise in mathematical modeling, software and algorithm development, numerical techniques such as finite element analysis, computer simulation and visualization, signal and image processing plus an understanding of the biological systems that drive our efforts. 
The following are the main themes underlying the Computational Bioengineering Laboratory projects: 
- Computational Biology 
- Computational Physiology 
- Biosignal & Bioimage Processing 
- Integrated Physiology & the Physiome Project"
;;Resource:Institute for Laboratory Animal Research;http://neurolex.org/wiki/Category-3AResource-3AInstitute_for_Laboratory_Animal_Research;" 
The mission of ILAR is to evaluate and disseminate information on issues related to the scientific, technological, and ethical use of animals and related biological resources in research, testing, and education. Using the principles of refinement, reduction, and replacement (3Rs) as a foundation, ILAR promotes high-quality science through the humane care and use of animals and the implementation of alternatives. Through the reports of expert committees, the ILAR Journal, web-based resources, and other means of communication, ILAR functions as a component of the National Academies to provide independent, objective advice to the federal government, the international biomedical research community, and the public. 
ILAR supports the responsible use of animals in research, testing, and education as a key component to advancing the health and quality of life of humans and animals. It promotes high-quality science and humane care and use of research animals based upon the principles of refinement, replacement, and reduction (the 3Rs) and high ethical standards. It fosters best practices that enhance human and animal welfare by organizing and disseminating information and by facilitating dialogue among interested parties. It has developed a unique Search Engine to search for animal models and strains. This search engine surveys all the websites of vendors and repositories of laboratory animals and biological material on our Links page. 
The ILAR develops guidelines on laboratory animal care and use and conducts conferences, symposia, and workshops on important laboratory animal problems. ILAR publishes the ILAR Journal on a quarterly basis, as well as conference proceedings and special reports prepared by committees of experts. A list of ILAR publications on issues related to laboratory animal research is available on the Web site. As part of the Animal Models and Genetic Stocks Information Exchange Program, ILAR staff members answer direct telephone and mail inquiries and maintain a Web page containing a database on animal models and genetic stock. The Web site also offers a comprehensive search engine that enables users to find information on the existence and location of special animal models, correct nomenclature to identify animals, and related topics such as diseases of animals and relevant publications. 
Sponsors: ILAR receives funding from the following sponsors: 
-Abbott Laboratories 
-Abbott Fund 
-American College of Laboratory Animal Medicine (ACLAM) 
-American Society of Laboratory Animal Practitioners (ASLAP) 
-Association for Assessment and Accreditation of Laboratory Animal Care (AAALAC) 
-Bristol-Myers Squibb Co. 
-Charles River 
-Charles River Laboratories Foundation 
-Covance 
-Federation of American Societies for Experimental Biology (FASEB) 
-GlaxoSmithKline 
-Merck & Co., Inc. 
-National Science Foundation (NSF) 
-Pfizer 
-Scientists Center for Animal Welfare (SCAW) 
-U.S. Department of Agriculture (USDA) 
-U.S. Department of the Army 
-U.S. Department of Health and Human Services (DHHS) 
:*National Institutes of Health (NIH) 
:*Office of Research Integrity (ORI) 
-U.S. Department of the Navy 
-U.S. Department of Veterans Affairs 
-Wellcome Trust 
-Wyeth Pharmaceuticals"
;;Resource:Colour and Vision Research Laboratory;http://neurolex.org/wiki/Category-3AResource-3AColour_and_Vision_Research_Laboratory;" 
The Colour & Vision Research laboratory and database are based at the Institute of Ophthalmology, which is part of University College London. The Institute and CVRL are both closely associated with Moorfields Eye Hospital. The Institute is next door to Moorfields Eye Hospital near Old Street tube station (see directions). 
At the Colour & Vision Research laboratory, we investigate normal and clinical human visual perception. Our research focuses on questions about colour perception, light and dark adaptation, night-time vision, and the temporal and spatial properties of vision. Our primary goal is to understand the nature of the mechanisms that underlie visual perception, and to understand how those mechanism malfunction in clinical cases. More details about our research can be found by looking at the publications of members of the laboratory. 
The CVRL database, first set up in 1995, provides an annotated library of downloadable standard data sets relevant to colour and vision research. The focus of this site is primarily scientific and technical, but some introductory background information is also provided. A consistent set of functions for modeling colour vision based on the Stockman & Sharpe cone fundamentals and on our more recent luminous efficiency measurements are summarized under the category CVRL functions. These functions are tabulated in 0.1, 1 and 5 nm steps and can be returned as csv, xml, or tabular data or as dynamic plots. 
The Stockman & Sharpe cone fundamentals are the basis of a CIE proposal for physiologically-relevant colour matching functions. These functions, which are indentical to the CVRL functions, are summarized under the category CIE 2007 functions. The CIE functions are also tabulated in 0.1, 1 and 5 nm steps, and can also be returned as csv, xml, or tabular data or as dynamic plots. 
Significant additions to the database are the individual colour matching measurements made by Stiles & Burch. These have been compiled and cross-checked with the help of Boris Oicherman, Alexander Logvinenko, and Abhijit Sarkar from hard copies of the original data provided by Pat Trezona and Mike Webster. They can be obtained as Excel files and are available for both 2 and 10 colour matches. Other data sets, which are provided as csv files, include cone fundamentals, colour matching functions, chromaticity coordinates, prereceptoral filter density spectra, photopigment spectra, and CIE standards. Many of these data sets can also be viewed as dynamic plots. 
Sponsors: CVRL is funded by BBSRC The Wellcome Trust, Fight for Sight, National Eye Institute, and NIH."
;;Resource:Salk Institute for Medical Research: Laboratory for Cognitive Neuroscience;http://neurolex.org/wiki/Nif-2D0000-2D10415;" 
The Salk Institute's Laboratory for Cognitive Neuroscience (LCN) is dedicated to the study of the neural and genetic underpinnings of language and cognition. The LCN organizes its resources into two research foci: Linking Gene, Brain, and Cognition, and Language, Modality and the Brain. 
Linking Gene, Brain, and Cognition: Behavioral Neurogenetics: 
- This research is designed to increase the understanding of genetically based disorders, to investigate the consequences of genetic alterations on the development of the brain, and to explore the resulting alteration of cognitive capabilities. 
Language, Modality, and the Brain: 
- The focus of this research is to obtain a greater understanding of how language and cognition are represented in the brain. 
Sponsors: This resource is supported by LCN."
;;"Resource:European Molecular Biology Laboratory; Heidelberg; Germany";"http://neurolex.org/wiki/Category-3AResource-3AEuropean_Molecular_Biology_Laboratory;_Heidelberg;_Germany";"The European Molecular Biology Laboratory (EMBL) is an international research organisation with its main laboratory in Heidelberg (Germany), and four outstations in Hinxton, (UK) (the European Bioinformatics Institute, EBI), Grenoble (France), Hamburg (Germany), and Monterotondo (Italy). It is one of the world's top research institutions, and dedicated to basic research in the molecular life sciences. Outstanding training is available at multiple levels: predoctoral students, postdocs and visiting scientists are provided with exceptional training opportunities. 

Many courses, conferences and workshops are organized in collaboration with EMBL's sister organization, the European Molecular Biology Organisation (EMBO). 

Research at EMBL is conducted by approximately 85 independent groups covering the spectrum of molecular biology. The Laboratory has five units: the main Laboratory in Heidelberg, and outstations in Hinxton near Cambridge (the European Bioinformatics Institute), Grenoble, Hamburg, and Monterotondo near Rome. EMBL is international, innovative and interdisciplinary. Its 1,400 employees from 60 nations represent scientific disciplines including biology, physics, chemistry and computer science.

The cornerstones of EMBL's mission are: to perform basic research in molecular biology, to train scientists, students and visitors at all levels, to offer vital services to scientists in the member states, and to develop new instruments and methods in the life sciences, and technology transfer.

The EMBL's International PhD Programme, originally established in 1983, represents the flagship of EMBL's commitment to first class training and education. Internationality, dedicated mentoring and early independence in research characterize our programme. Considered to be one of the most competitive PhD training schemes to enter, we are committed to providing EMBL PhD students with the best starting platform for a successful career in science.

Additionally, EMBL provides an exciting environment for postdoctoral fellows. World class research labs and facilities, high quality seminar programmes and the vibrant international atmosphere combine to ensure that postdoctoral fellows have access to all they need at this critical career stage."
;;Resource:Human and Information Science Laboratory;http://neurolex.org/wiki/Category-3AResource-3AHuman_and_Information_Science_Laboratory;" 
This site provides information about the NTT Human and Information Science Laboratory. 
Technologies that enable users to get along well with information and technologies that can handle information properly on computers and networks are the keys to secure and high-quality information distribution services in a network society. In realizing those technologies, a comprehensive understanding of how human beings, the creators and the recipients of information, process information and novel principles for handling information are indispensable. From this viewpoint, the NTT Human and Information Science Laboratory has been pursuing scientific research in two areas: Sensory and Emotion Research, and Sensory and Motor Research. 
Sponsors: This resource is supported by NTT Communication Science Laboratories."
;;Resource:Multimodal Imaging Laboratory;http://neurolex.org/wiki/Category-3AResource-3AMultimodal_Imaging_Laboratory;" 
MMIL houses an interdisciplinary group of scientists and clinicians who study the human brain using a variety of imaging/recording/computational techniques. The primary goal is to bridge non-invasive imaging technologies to the underlying neurophysiology of brain neuronal circuits for better understanding of healthy human brain function, and mechanisms of disruption of this function in diseases such as Alzheimers, epilepsy and stroke. 

The purposes of MMIL are to develop and apply advanced imaging techniques to understanding the human brain and its disorders. Noninvasive methodologies include structural MRI, DTI, fMRI, PET, MEG, and EEG. In order to ground these methodological developments in their underlying neurobiology, invasive studies in humans and animals involving optical and microphysiological measures are also performed. These methodologies are applied to understanding normal function in sleep, memory and language, development and aging, and diseases such as dementia, epilepsy and autism. 
Sponsors: MMIL investigators are PIs on 16+ currently funded grants (9 from NIH), and co-investigators on many more grants with PIs from many departments at UCSD and multiple institutions."
;;Resource:Loma Linda University Cancer Center Biospecimen Laboratory;http://neurolex.org/wiki/Category-3AResource-3ALoma_Linda_University_Cancer_Center_Biospecimen_Laboratory;"The Loma Linda University Cancer Center Biospecimen Laboratory provides specimens for researchers as they search for the causes of cancer, and look for new means of prevention and treatment. The specimens include tissues, blood products (blood cell, plasma and serum) and bone marrow cells. 

Researchers interested in gaining access to the Biospecimen Laboratory&#8217;s samples should email Dr. Saied Mirshahidi, requesting access. The number and types of samples we have available for research can be viewed, http://www.llu.edu/catissuesummary/. Use the Biospecimen Laboratory Tissue Request Form to request specimens for research studies."
;;Argonne National Laboratory;http://neurolex.org/wiki/Nlx_55742;"For six decades, the U.S. Department of Energy's (DOE's) Argonne National Laboratory has excelled in conducting scientific research in support of a secure future for the nation. From Argonne's inception, the University of Chicago has managed and operated the laboratory&#8212;a laboratory that has become a scientific leader for DOE and the country. Achievements and honors earned by Argonne researchers include three Nobel Prizes, 90 R&D 100 awards, 700 national and international awards and honors, 750 patents and the start of over 30 small businesses. 

Argonne National Laboratory, one of the U.S. Department of Energy's oldest and largest national laboratories for science and engineering research, employs roughly 3,200 employees, including about 1,000 scientists and engineers, three-quarters of whom hold doctoral degrees. Argonne's mission is to apply a unique mix of world-class science, engineering and user facilities to deliver innovative research and technologies. We create new knowledge that addresses the most important scientific and societal needs of our nation.

Research at Argonne centers around three principal areas:
*Energy
** Energy Storage: Argonne develops transformational energy storage systems that enable and enhance electric-drive vehicles and a green-energy grid through electrical energy storage development, prototype and manufacturing process engineering, stationary storage and grid management, and electric transportation systems.
** Alternative Energy and Efficiency: Argonne is developing the next generation of alternative energy sources to promote energy independence through improved chemical fuels, advanced biofuels, and solar energy systems, as well as through the optimization of fuel and engine dynamics.
** Nuclear Energy: Argonne develops advanced reactor and fuel cycle systems &#8211; including fast reactor and fuel cycle technologies, advanced modeling and simulation methods, and innovative nuclear energy systems &#8211; to enable the safe and sustainable generation of nuclear energy.
* Biological and Environmental Systems: Argonne produces integrated molecular-scale, hydrological, economic and social computational models to enable regionally focused ecological and climate assessments through metagenome analysis, protein discovery, regional climate prediction and integrated climate, energy and economic discovery.
* National Security: Argonne provides critical security technologies that prevent and mitigate events with potential for mass disruption or destruction through the nonproliferation and forensics of weapons of mass destruction, decision sciences, new sensors and materials, and cyber security."
;;Resource:Mount Desert Island Biological Laboratory;http://neurolex.org/wiki/Nlx_84848;"Non-profit research institution that studies marine and non-marine organisms to learn about the basic biology of life. Our scientists make critical discoveries about how organisms adapt to their environment and how environment, health, and genetics are related. They study a wide range of organisms such as sharks, skates, and sea urchins to learn about development and regeneration. They investigate the root causes of diseases like cystic fibrosis, and they examine the mechanisms that make living creatures age.

Research at MDIBL takes place within three centers: the Center for Regenerative Biology and Medicine, the Martha and Wistar Morris Center for Environmental Health Sciences, and the John W. and Jean C. Boylan Center for Cellular and Molecular Physiology. Scientists at each center include both permanent MDIBL faculty and adjunct faculty who come to MDIBL for a few weeks or an entire season, often year after year.

Short courses, symposia, and fellowships provide research experience and training to students and scientists at all levels, from high school and college through medical school and senior investigators. Our education programs are always hands-on and engage students in meaningful research. MDIBL is the lead institution for the Maine IDeA Network for Biomedical Research&#8212;a research and education network linking MDIBL with The Jackson Laboratory and ten Maine colleges and universities."
;;Resource:University of Texas at San Antonio Laboratory of Professor Brenda Claiborne;http://neurolex.org/wiki/Nif-2D0000-2D10481;"The long-term goals of my research are to understand the relationship between neuronal structure and function, and to elucidate the factors that affect neuronal morphology and function over the lifespan of the mammal. Currently we are examining 1) the effects of synaptic activity on neuronal development; 2) the effects of estrogen on neuronal morphology and on learning and memory; and, 3) the effects of aging on neuronal structure and function. We have focused our efforts on single neurons in the hippocampal formation, a region that is critical for certain forms of learning and memory in rodents and humans.

From the portal, you may click on a cell in your region of interest to see the complete database of cells from that region. You may also explore the Neuron Database:
* Comparative Electrotonic Analysis of Three Classes of Rat Hippocampal Neurons. (Raw data available)
* Quantitative, three-dimensional analysis of granule cell dendrites in the rat dentate gyrus.
* Dendritic Growth and Regression in Rat Dentate Granule Cells During Late Postnatal Development.(Raw data available)
* A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus."
;;Resource:Roth Laboratory;http://neurolex.org/wiki/Nlx_149163;"The Roth Laboratory is designing and interpreting large-scale experiments to understand pathway structure and its relationship to phenotype and human disease. Software for research focused on a specific research goal is available. 

Current experimental interests:
* Exploiting parallel sequencing technology to phenotype all pairwise gene deletion combinations in S. cerevisiae, with initial application to genes involved in transcription.
* Generation of S. cerevisiae strains carrying dozens of chosen targeted deletions, with initial application to delete all ABC transporters imparting multidrug resistance.
* Targeted insertion of gene sets encoding entire human pathways into S. cerevisiae, with initial application to genes involved in drug metabolism. 

Current computational interests:
* Systematic analysis of genetic interaction to reveal redundant systems and order of action in genetic pathways
* Integrating large-scale studies &#8212; including phenotype, genetic epistasis, protein-protein and transcription-regulatory interactions and sequence patterns &#8212; to quantitatively assign function to genes and guide experimentation and disease association studies.
* Alternative splicing and its relationship to protein interaction networks."
;;Oak Ridge National Laboratory;http://neurolex.org/wiki/Category-3AOak_Ridge_National_Laboratory;"Oak Ridge National Laboratory (ORNL) is a multiprogram science and technology laboratory managed for the U.S. Department of Energy by UT-Battelle, LLC. ORNL's mission is to deliver scientific discoveries and technical breakthroughs that will accelerate the development and deployment of solutions in clean energy and global security, and in doing so create economic opportunity for the nation.

ORNL also performs other work for the Department of Energy, including isotope production, information management, and technical program management, and provides research and technical assistance to other organizations. DOE's Office of Science is accountable for the effective stewardship and management of ORNL. The ORNL Site Office provides direct local oversight of the operations of the laboratory. 

Originally known as Clinton Laboratories, ORNL was established in 1943 to carry out a single, well-defined mission: the pilot-scale production and separation of plutonium for the World War II Manhattan Project. From this foundation, the Laboratory has evolved into a unique resource for addressing important national and global energy and environmental issues. Today, ORNL pioneers the development of new energy sources, technologies, and materials and the advancement of knowledge in the biological, chemical, computational, engineering, environmental, physical, and social sciences."
;;Resource:Salk Institute for Medical Research: Laboratory for Cognitive Neuroscience;http://neurolex.org/wiki/Category-3AResource-3ASalk_Institute_for_Medical_Research-3A_Laboratory_for_Cognitive_Neuroscience;" 
The Salk Institute's Laboratory for Cognitive Neuroscience (LCN) is dedicated to the study of the neural and genetic underpinnings of language and cognition. The LCN organizes its resources into two research foci: Linking Gene, Brain, and Cognition, and Language, Modality and the Brain. 
Linking Gene, Brain, and Cognition: Behavioral Neurogenetics: 
- This research is designed to increase the understanding of genetically based disorders, to investigate the consequences of genetic alterations on the development of the brain, and to explore the resulting alteration of cognitive capabilities. 
Language, Modality, and the Brain: 
- The focus of this research is to obtain a greater understanding of how language and cognition are represented in the brain. 
Sponsors: This resource is supported by LCN."
;;Resource:Life Extension: Laboratory and Blood Testing Services;http://neurolex.org/wiki/Category-3AResource-3ALife_Extension-3A_Laboratory_and_Blood_Testing_Services;"Blood testing is the single most important preventive tool you can use to help head off health problems. Life Extension makes it possible to take advantage of that tool at a fraction of the cost commercial blood labs charge.
Get a picture of your overall health. Identify potential disease risks. Test for specific problems with comprehensive blood test panels and individualized tests like these:
* Male and Female Comprehensive Panels
* Cardiac Risk Factors
* Vitamin Deficiencies
* Hormone and Thyroid Panels
* Metabolic and Chemistry Profiles"
;;Resource:Neural Systems and Graphics Computing Laboratory: Atlas3D Software;http://neurolex.org/wiki/Category-3AResource-3ANeural_Systems_and_Graphics_Computing_Laboratory-3A_Atlas3D_Software;" 
Atlas3D is a multi-platform visualization tool which allows import and visualization of 3-D atlas structures in combination with tomographic and histological image data. 
The tool allows visualization and analysis of the reconstructed atlas framework, surface modeling and rotation of selected structures, user-defined slicing at any chosen angle, and import of data produced by the user for merging with the atlas framework. Tomographic image data in NIfTI (Neuroimaging Informatics Technology Initiative) file format, VRML and PNG files can be imported and visualized within the atlas framework. XYZ coordinate lists are also supported. 
Additional, Experimental data can be imported in Atlas3D and warped to atlas space, using manual linear registration, with the possibility to scale, rotate, and position the imported data. This facilitates assignment of location and comparative analysis of signal location in tomographic images. 
Atlases available with the tool: 
- 32 mouse brain structures 3-D reconstructed from The Mouse Brain in Stereotaxic Coordinates by Paxinos & Franklin (2001) 
- 62 rat brain structures 3-D reconstructed from The Rat Brain in Stereotaxic Coordinates by Paxinos & Watson (2005) 
Sponsors: Funded by grants from The Research Council of Norway to J. G. B., T. B. L., and F. W., and grants from the NIH (R01-EB00790, U24-RR021382)."
;;Resource:Jackson Laboratory;http://neurolex.org/wiki/Category-3AResource-3AJackson_Laboratory;"We are an independent, nonprofit organization focusing on mammalian genetics research to advance human health. Our mission is to discover the genetic basis for preventing, treating and curing human disease, and to enable research for the global biomedical community.

Our more than 1,400 employees located in Bar Harbor, Maine, and in Sacramento, California:
*conduct genetic research
*provide scientific services and genetic resources to laboratories around the world
* educate students of all ages through courses, internships and other programs

Our work uses the mouse as a research tool. Because mice and humans share 95% of their genes, mice are an effective and efficient model for human diseases.

Along with our research we provide scientific resources, techniques, software and data to scientists around the world. We breed and manage colonies of mice to supply other research institutions and laboratories."
;;Oak Ridge National Laboratory;http://neurolex.org/wiki/Nlx_149160;"Oak Ridge National Laboratory (ORNL) is a multiprogram science and technology laboratory managed for the U.S. Department of Energy by UT-Battelle, LLC. ORNL's mission is to deliver scientific discoveries and technical breakthroughs that will accelerate the development and deployment of solutions in clean energy and global security, and in doing so create economic opportunity for the nation.

ORNL also performs other work for the Department of Energy, including isotope production, information management, and technical program management, and provides research and technical assistance to other organizations. DOE's Office of Science is accountable for the effective stewardship and management of ORNL. The ORNL Site Office provides direct local oversight of the operations of the laboratory. 

Originally known as Clinton Laboratories, ORNL was established in 1943 to carry out a single, well-defined mission: the pilot-scale production and separation of plutonium for the World War II Manhattan Project. From this foundation, the Laboratory has evolved into a unique resource for addressing important national and global energy and environmental issues. Today, ORNL pioneers the development of new energy sources, technologies, and materials and the advancement of knowledge in the biological, chemical, computational, engineering, environmental, physical, and social sciences."
;;Laboratory portal;http://neurolex.org/wiki/Laboratory_portal_(birnlex_2370);A portal where either the aggregated resources are restricted to those describing or associated with a specific laboratory or access to the portal is limited to members of that laboratory.
;;Resource:UCLA: Laboratory of Neuro Imaging;http://neurolex.org/wiki/Category-3AResource-3AUniversity_of_California_at_Los_Angeles,_Laboratory_of_Neuro_Imaging;"LONI seeks to improve understanding of the brain in health and disease. It is a leader in the development of advanced computational algorithms and scientific approaches for the comprehensive and quantitative mapping of brain structure and function. 

LONI works towards uncovering new knowledge that will lead to better health for everyone by:
* conducting research and building population-based and disease-specific digital brain atlases;
* helping in the training of research investigators; and
* fostering communication of medical information.

Laboratory Director Dr. Arthur W. Toga and his large multi-disciplinary staff have over 15 years of experience in neuroimaging and analyses of brain mapping data. The Laboratory is continually developing, refining and validating neuroimaging strategies that accommodate different data acquisition methods, populations, laboratories and species.

Investigations into brain structure and function require a diverse array of tools to create, analyze, visualize, and interact with models of the brain. The laboratory houses a large super computer, over 50 workstations and a data archival system of over 100 terabytes. The LONI Scientific Visualization Group has a cutting-edge production studio capable of outputting the highest quality video and audio. The wet labs are equipped with state of the art processing equipment for computational neuroanatomy and a suite of optical cameras for functional imaging."
;;Resource:DPDx: Laboratory Identification of Parasites of Public Health Concern;http://neurolex.org/wiki/Nif-2D0000-2D21126;"Parasite-related portal including concise reviews of parasites and parasitic diseases, an image library, a review of recommended procedures for collecting, shipping, processing, and examining biologic specimens, and a diagnostic assistance function, in which laboratorians and other health professionals desiring assistance in parasite identification can ask questions and/or send digital images of specimens for expedited review and consultation with DPD staff. This assistance is free of charge.

The portal is hoped to strengthen diagnosis of, and enhance the capacity to address the global problem of parasitic diseases, both in the United States and abroad.

Potential DPDx applications include: 
* training and continuing education of laboratorians, using material collected by CDC or contributed by other institutions 
* provision to health facilities worldwide of diagnostic assistance by CDC staff backed up when needed by experts from other institutions 
* diagnostic quizzes for self-assessment of laboratorians skills 
* informal, early detection of unusually clustered, atypical or emerging parasitic diseases"
;;Resource:USP Molecular Genetics and Bioinformatics Laboratory;http://neurolex.org/wiki/Category-3AResource-3AUSP_Molecular_Genetics_and_Bioinformatics_Laboratory;Laboratory portal of the University of Sao Paulo Molecular Genetics and Bioinformatic Laboratory.
;;Los Alamos National Laboratory;http://neurolex.org/wiki/Category-3ALos_Alamos_National_Laboratory;"Los Alamos National Laboratory is a premier national security research institution, delivering scientific and engineering solutions for the nation's most crucial and complex problems. Our primary responsibility is ensuring the safety, security, and reliability of the nation's nuclear deterrent.

The Los Alamos of today emphasizes worker safety, effective operational safeguards & security, and environmental stewardship, while outstanding science remains the foundation of the Laboratory.

In addition to supporting the Lab's core national security mission, our work advances bioscience, chemistry, computer science, earth and environmental sciences, materials science, and physics disciplines."
;;Resource:Cal-IT2: Immersive Visualization Laboratory;http://neurolex.org/wiki/Nif-2D0000-2D10184;" 
This resource is a Wiki page providing information about the Immersive Visualization Laboratory of Cal-IT2 at the UCSD. 
Sponsors: This resource is supported by Cal-IT2."
;;Resource:Computational Genomics Laboratory;http://neurolex.org/wiki/Nif-2D0000-2D30193;Welcome to the computational genomics laboratory's home page. Main research interests: computational biology, bioinformatics and systems biology applied to the study of the mechanisms underlying gene expression regulation. They also develop bioinformatic software aiming at helping the research community solve some problems.
